ny,nx,tile_x,tile_y,ni,nn,ky,kx,chunk_ni,valid,invalid_reason,t_measured_s,total_flops,dram_bytes,dram_bytes_measured,l2_bytes,l2_bytes_measured,shared_memory_bytes,shared_memory_bytes_measured,AI_dram,AI_dram_measured,AI_l2,AI_l2_measured,AI_shared,AI_shared_measured,compute_time_seconds,dram_time_seconds,l2_time_seconds,shared_memory_time_seconds,bottleneck_time_seconds,sm_utilization,parallelism_penalty,predicted_time_seconds,predicted_tflops,t_flops_measured,bottleneck,roofline_min_dram_bytes,roofline_compute_time_seconds,roofline_dram_time_seconds,roofline_time_seconds,roofline_tflops,roofline_AI_dram,roofline_bottleneck,num_spatial_tiles,num_ni_chunks,num_blocks,input_tile_y,input_tile_x,dram_input_bytes,dram_weight_bytes,dram_output_bytes,l2_weight_bytes,shared_fill_bytes,shared_read_bytes,mape_time_v1_pct,mape_time_roofline_pct,rel_err_time_v1,rel_err_time_roofline
56,56,8,8,32,32,3,3,64,True,,0.000157632,57802752.0,1065472.0,928640.0,2834944.0,2470869.6203748197,116232704.0,101305654.4353676,54.250840941854875,62.244521019986216,20.38938053097345,23.393687600251276,0.49730196417008415,0.5705777463475922,2.3787140740740742e-05,4.733254901960784e-06,4.1106688e-06,1.4933333333333335e-07,2.3787140740740742e-05,0.6125,1.6326530612244896,9.042725445058089e-05,0.6392182572742999,0.366694275274056,compute,868864.0,3.8535168e-06,1.3309803921568627e-06,6.291456e-06,9.1875,66.52681202121391,compute,49,1,49,10,10,627200.0,36864,401408.0,1806336.0,627200.0,115605504.0,42.63394840477765,96.00876979293544,-0.42633948404777655,-0.9600876979293544
56,56,8,10,32,32,3,3,64,True,,0.000107776,57802752.0,1083392.0,926016.0,2594816.0,2217887.0926275994,124508160.0,106421819.88657846,53.353497164461245,62.42089985486212,22.276243093922652,26.06208052345861,0.46424870466321244,0.5431475618590683,1.62103316728809e-05,4.812862745098039e-06,3.7624831999999996e-06,1.5360000000000003e-07,1.62103316728809e-05,0.525,1.9047619047619047,7.418344455212781e-05,0.7791866817316997,0.5363230403800475,compute,868864.0,3.8535168e-06,1.3309803921568627e-06,7.340032e-06,7.875,66.52681202121391,compute,42,1,42,12,10,645120.0,36864,401408.0,1548288.0,645120.0,123863040.0,31.168864541152203,93.1895486935867,-0.31168864541152197,-0.931895486935867
56,56,10,8,32,32,3,3,64,True,,0.000108288,57802752.0,1083392.0,931104.0,2594816.0,2230073.2854442345,124508160.0,107006555.16068053,53.353497164461245,62.07980204144757,22.276243093922652,25.919664782893264,0.46424870466321244,0.5401795423953576,1.62103316728809e-05,4.812862745098039e-06,3.7624831999999996e-06,1.5360000000000003e-07,1.62103316728809e-05,0.525,1.9047619047619047,7.418344455212781e-05,0.7791866817316997,0.5337872340425531,compute,868864.0,3.8535168e-06,1.3309803921568627e-06,7.340032e-06,7.875,66.52681202121391,compute,42,1,42,10,12,645120.0,36864,401408.0,1548288.0,645120.0,123863040.0,31.494307261997818,93.22174940898344,-0.3149430726199781,-0.9322174940898346
56,56,10,10,32,32,3,3,64,True,,0.000246368,57802752.0,1101824.0,1018976.0,2392064.0,2212200.68401487,133373952.0,123345340.19330855,52.46096654275093,56.72631347548912,24.164383561643834,26.12907247415509,0.43338861249309013,0.46862534011751655,2.3787140740740742e-05,4.894745098039216e-06,3.4684927999999996e-06,1.5798857142857144e-07,2.3787140740740742e-05,0.45,2.2222222222222223,0.00013091869607774134,0.44151640469804193,0.2346195609819457,compute,868864.0,3.8535168e-06,1.3309803921568627e-06,8.563370666666668e-06,6.749999999999999,66.52681202121391,compute,36,1,36,12,12,663552.0,36864,401408.0,1327104.0,663552.0,132710400.0,46.86051107378339,96.52415465211932,-0.46860511073783395,-0.9652415465211932
56,56,8,8,64,64,3,3,64,True,,0.00028566400000000004,231211008.0,2204672.0,2626464.0,9282560.0,11058474.760798885,463676416.0,552385758.1867162,104.87320018578727,88.03128769326364,24.90810810810811,20.90803777204596,0.49864733253976845,0.4185680108027814,7.630726336633663e-05,9.794039215686274e-06,1.3459712e-05,2.986666666666667e-07,7.630726336633663e-05,0.6125,1.6326530612244896,0.00029008346972265553,0.7970499257370901,0.8093809790523131,compute,1811456.0,1.54140672e-05,2.7749019607843138e-06,2.5165824e-05,9.1875,127.63821368004523,compute,49,1,49,10,10,1254400.0,147456,802816.0,7225344.0,1254400.0,462422016.0,1.5470866901868952,91.19041111235578,0.015470866901869051,-0.9119041111235577
56,56,8,10,64,64,3,3,64,True,,0.00018384,231211008.0,2240512.0,2806464.0,8286208.0,10379299.217550274,496742400.0,622219235.1005484,103.19561243144425,82.38516795512075,27.903114186851212,22.276167509367795,0.46545454545454545,0.37159090390806887,5.33961393479384e-05,9.953254901960783e-06,1.20150016e-05,3.0720000000000005e-07,5.33961393479384e-05,0.525,1.9047619047619047,0.00024435709413905593,0.9462013321717809,1.2576751958224544,compute,1811456.0,1.54140672e-05,2.7749019607843138e-06,2.9360128e-05,7.875,127.63821368004523,compute,42,1,42,12,10,1290240.0,147456,802816.0,6193152.0,1290240.0,495452160.0,32.918349727510844,84.02952132288947,0.3291834972751084,-0.8402952132288947
56,56,10,8,64,64,3,3,64,True,,0.00018627200000000002,231211008.0,2240512.0,2848224.0,8286208.0,10533742.50822669,496742400.0,631477816.453382,103.19561243144425,81.17725572146011,27.903114186851212,21.94955950550602,0.46545454545454545,0.36614272421883065,5.33961393479384e-05,9.953254901960783e-06,1.20150016e-05,3.0720000000000005e-07,5.33961393479384e-05,0.525,1.9047619047619047,0.00024435709413905593,0.9462013321717809,1.2412547672221268,compute,1811456.0,1.54140672e-05,2.7749019607843138e-06,2.9360128e-05,7.875,127.63821368004523,compute,42,1,42,10,12,1290240.0,147456,802816.0,6193152.0,1290240.0,495452160.0,31.182944371164695,84.23803470194125,0.3118294437116469,-0.8423803470194124
56,56,10,10,64,64,3,3,64,True,,0.000457728,231211008.0,2277376.0,2952800.0,7438336.0,9644397.122302158,532168704.0,689999257.5539569,101.5251798561151,78.30229206177188,31.083700440528634,23.97360924358214,0.4344693821003048,0.33508877794976416,7.630726336633663e-05,1.0117019607843137e-05,1.07855872e-05,3.159771428571429e-07,7.630726336633663e-05,0.45,2.2222222222222223,0.00041997680721968505,0.5505328009197807,0.5051275167785235,compute,1811456.0,1.54140672e-05,2.7749019607843138e-06,3.425348266666667e-05,6.749999999999999,127.63821368004523,compute,36,1,36,12,12,1327104.0,147456,802816.0,5308416.0,1327104.0,530841600.0,8.247516599446609,92.51662938105892,-0.08247516599446603,-0.9251662938105891
56,56,8,8,128,128,3,3,64,True,,0.000551872,924844032.0,4704256.0,8314080.0,33015808.0,58350580.61819765,1852196864.0,3273485308.4196777,196.59730082716587,111.23828878240286,28.012158054711247,15.849782850516679,0.49932275017608496,0.2825257928059808,0.00020418718057628528,2.0898196078431373e-05,4.78729216e-05,5.973333333333334e-07,0.00020418718057628528,0.6125,1.6326530612244896,0.0007762213346598074,1.1914694826126226,1.6758306853763192,compute,3917824.0,6.16562688e-05,6.001568627450981e-06,0.000100663296,9.1875,236.06063774176687,compute,49,2,49,10,10,2508800.0,589824,1605632.0,28901376.0,2508800.0,1849688064.0,40.65242205797854,81.75966600950946,0.40652422057978543,-0.8175966600950946
56,56,8,10,128,128,3,3,64,True,,0.00034496,924844032.0,4775936.0,9396512.0,28958720.0,56975420.10291595,1984389120.0,3904226559.7255573,193.64665523156089,98.42418463361724,31.936633663366337,16.232333703366013,0.4660598179453836,0.23688277763906476,0.0001461642215407609,2.1216627450980392e-05,4.1990144e-05,6.144000000000001e-07,0.0001461642215407609,0.525,1.9047619047619047,0.0006688922622301255,1.382650217714459,2.6810181818181817,compute,3917824.0,6.16562688e-05,6.001568627450981e-06,0.000117440512,7.875,236.06063774176687,compute,42,2,42,12,10,2580480.0,589824,1605632.0,24772608.0,2580480.0,1981808640.0,93.90429679676642,65.95532467532468,0.9390429679676642,-0.6595532467532468
56,56,10,8,128,128,3,3,64,True,,0.000350624,924844032.0,4775936.0,9412896.0,28958720.0,57074763.91080618,1984389120.0,3911034069.5711837,193.64665523156089,98.2528684052177,31.936633663366337,16.204079852968007,0.4660598179453836,0.23647046166013133,0.0001461642215407609,2.1216627450980392e-05,4.1990144e-05,6.144000000000001e-07,0.0001461642215407609,0.525,1.9047619047619047,0.0006688922622301255,1.382650217714459,2.6377088619147577,compute,3917824.0,6.16562688e-05,6.001568627450981e-06,0.000117440512,7.875,236.06063774176687,compute,42,2,42,10,12,2580480.0,589824,1605632.0,24772608.0,2580480.0,1981808640.0,90.77195577887579,66.50528429314593,0.9077195577887578,-0.6650528429314593
56,56,10,10,128,128,3,3,64,True,,0.0008966400000000001,924844032.0,4849664.0,10099872.0,25493504.0,53092570.37837838,2126020608.0,4427633751.567567,190.7027027027027,91.5698765291283,36.27763496143959,17.41946237315037,0.4350117908170343,0.20887997605325118,0.00020418718057628528,2.1544156862745096e-05,3.6965580799999995e-05,6.319542857142858e-07,0.00020418718057628528,0.45,2.2222222222222223,0.0011237970855006232,0.8229635438038223,1.0314552462526765,compute,3917824.0,6.16562688e-05,6.001568627450981e-06,0.00013701393066666668,6.749999999999999,236.06063774176687,compute,36,2,36,12,12,2654208.0,589824,1605632.0,21233664.0,2654208.0,2123366400.0,25.334257394341442,84.71918153699738,0.25334257394341453,-0.8471918153699738
