ny,nx,tile_x,tile_y,ni,nn,ky,kx,chunk_ni,valid,invalid_reason,t_measured_s,total_flops,dram_bytes,dram_bytes_measured,l2_bytes,l2_bytes_measured,shared_memory_bytes,shared_memory_bytes_measured,AI_dram,AI_dram_measured,AI_l2,AI_l2_measured,AI_shared,AI_shared_measured,compute_time_seconds,dram_time_seconds,l2_time_seconds,shared_memory_time_seconds,bottleneck_time_seconds,sm_utilization,parallelism_penalty,predicted_time_seconds,predicted_tflops,t_flops_measured,bottleneck,roofline_min_dram_bytes,roofline_compute_time_seconds,roofline_dram_time_seconds,roofline_time_seconds,roofline_tflops,roofline_AI_dram,roofline_bottleneck,num_spatial_tiles,num_ni_chunks,num_blocks,input_tile_y,input_tile_x,dram_input_bytes,dram_weight_bytes,dram_output_bytes,l2_weight_bytes,shared_fill_bytes,shared_read_bytes
224,224,8,8,64,64,3,3,64,True,,0.001220256,3699376128.0,33062912.0,98230688.0,148520960.0,441259260.01982164,7418822656.0,22041496334.287415,111.88899900891973,37.66008569541934,24.90810810810811,8.383679308698976,0.49864733253976845,0.1678368869288292,0.0002466250752,5.0647843137254903e-05,7.426048e-05,0.0006182352213333334,0.0006182352213333334,1.0,1.0,0.0006182352213333334,5.9837679904772205,3.031639367476988,shared_memory,26067968.0,0.0002466250752,3.993254901960784e-05,0.0002466250752,14.999999999999998,141.91271555957104,compute,784,1,784,10,10,20070400.0,147456,12845056.0,115605504.0,20070400.0,7398752256.0
